"Keyword"	"SERP features"	"Volume"	"KD"	"CPC"	"Previous organic traffic"	"Current organic traffic"	"Organic traffic change"	"Current paid traffic"	"Previous position"	"Current position"	"Position change"	"Previous URL inside"	"Previous URL"	"Current URL inside"	"Current URL"	"Previous date"	"Current date"
"high fat no carbs"	"People also ask, Sitelinks, Top stories, Thumbnail"	"40"	"39"	""	"4"	"14"	"9"	"0"	"3"	"1"	"2"	""	"https://perfectketo.com/high-fat-low-carb-foods/"	""	"https://perfectketo.com/high-fat-low-carb-foods/"	"2023-02-08 17:36:38"	"2023-04-29 09:11:30"
"vitamix keto recipes"	"Top stories, Thumbnail, Sitelinks, Video preview"	"40"	"1"	""	"4"	"14"	"9"	"0"	"3"	"1"	"2"	""	"https://perfectketo.com/blender-soup-recipes/"	""	"https://perfectketo.com/blender-soup-recipes/"	"2023-02-25 13:57:50"	"2023-04-18 15:11:03"
"free keto meal plan for over 50"	"People also ask, Sitelinks, Video preview"	"40"	"30"	""	"4"	"14"	"9"	"0"	"3"	"1"	"2"	""	"https://perfectketo.com/keto-weight-loss-meal-plan/"	""	"https://perfectketo.com/keto-weight-loss-meal-plan/"	"2023-02-07 05:08:30"	"2023-04-28 15:31:03"
"soluble corn fiber glycemic index"	"Featured snippet, Thumbnail, People also ask, Sitelinks"	"40"	"18"	""	"14"	"14"	"0"	"0"	"1"	"1"	""	"Featured snippet"	"https://perfectketo.com/soluble-corn-fiber/"	"Featured snippet"	"https://perfectketo.com/soluble-corn-fiber/"	"2023-02-14 12:29:24"	"2023-04-09 19:14:38"
"high fat no carb"	"People also ask, Top stories, Thumbnail, Sitelinks"	"40"	"39"	""	"4"	"14"	"9"	"0"	"3"	"1"	"2"	""	"https://perfectketo.com/high-fat-low-carb-foods/"	""	"https://perfectketo.com/high-fat-low-carb-foods/"	"2023-02-12 09:29:50"	"2023-05-01 18:46:50"
"ketogenic diet food list pdf"	"Image pack, People also ask, Sitelinks, Video preview"	"250"	"24"	"0.54"	"14"	"14"	"0"	"0"	"7"	"7"	""	""	"https://www.perfectketo.com/wp-content/uploads/2018/03/03_Full-Ketogenic-Diet-Food-List.pdf"	""	"https://www.perfectketo.com/wp-content/uploads/2018/03/03_Full-Ketogenic-Diet-Food-List.pdf"	"2023-03-01 09:49:56"	"2023-04-28 16:08:51"
"difference between collagen and collagen peptides"	""	"300"	"12"	""	"14"	"14"	"0"	"0"	"7"	"7"	""	""	"https://perfectketo.com/collagen-vs-collagen-peptides/"	""	"https://perfectketo.com/collagen-vs-collagen-peptides/"	"2023-02-19 11:08:05"	"2023-04-13 05:57:49"
"high fat low carb low protein foods"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Videos, Top stories"	"150"	"34"	""	"17"	"14"	"-3"	"0"	"2"	"3"	"-1"	""	"https://perfectketo.com/high-fat-low-carb-foods/"	""	"https://perfectketo.com/high-fat-low-carb-foods/"	"2023-02-27 21:31:03"	"2023-04-21 13:17:37"
"acacia powder benefits"	"Sitelinks"	"250"	"29"	"0.22"	"11"	"14"	"3"	"0"	"7"	"6"	"1"	""	"https://perfectketo.com/acacia-fiber/"	""	"https://perfectketo.com/acacia-fiber/"	"2023-02-17 10:03:16"	"2023-04-12 05:00:51"
"high fat low protein foods"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Top stories"	"1000"	"47"	"0.61"	"0"	"14"	"14"	"0"	"41"	"13"	"28"	""	"https://perfectketo.com/high-fat-low-carb-foods/"	""	"https://perfectketo.com/high-fat-low-carb-foods/"	"2023-02-27 05:06:03"	"2023-05-02 10:28:42"
"is chili high in carbs"	"Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks"	"100"	"12"	""	"7"	"14"	"7"	"0"	"6"	"3"	"3"	""	"https://perfectketo.com/is-chili-low-carb/"	""	"https://perfectketo.com/is-chili-low-carb/"	"2023-02-06 19:13:46"	"2023-04-27 09:15:56"
"is safflower oil bad"	"Sitelinks, Top stories, Thumbnail, Image pack"	"100"	"39"	""	"14"	"14"	"0"	"0"	"3"	"3"	""	""	"https://perfectketo.com/safflower-oil/"	""	"https://perfectketo.com/safflower-oil/"	"2023-02-25 07:50:16"	"2023-04-18 08:12:52"
"build muscle on keto"	"People also ask, Videos, Video preview"	"450"	"21"	""	"17"	"14"	"-3"	"0"	"7"	"8"	"-1"	""	"https://perfectketo.com/keto-bodybuilding/"	""	"https://perfectketo.com/keto-bodybuilding/"	"2023-03-01 11:05:04"	"2023-04-24 18:36:40"
"30 best keto bread recipes"	"Top stories, Thumbnail, People also ask, Sitelinks, Video preview, Image pack"	"450"	"36"	""	"27"	"14"	"-13"	"0"	"5"	"8"	"-3"	""	"https://perfectketo.com/keto-bread-recipes/"	""	"https://perfectketo.com/keto-bread-recipes/"	"2023-02-23 22:34:03"	"2023-04-28 18:42:22"
"keto weight loss first week"	"Featured snippet, Thumbnail, People also ask, Sitelinks"	"450"	"45"	""	"27"	"14"	"-13"	"0"	"6"	"9"	"-3"	""	"https://perfectketo.com/fast-will-lose-weight-keto-expect-dieting-keto/"	""	"https://perfectketo.com/fast-will-lose-weight-keto-expect-dieting-keto/"	"2023-02-24 14:23:57"	"2023-04-21 22:52:30"
"keto macro percentages"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Video preview"	"600"	"58"	"0.00"	"11"	"14"	"3"	"0"	"8"	"7"	"1"	""	"https://perfectketo.com/keto-macro-calculator/"	""	"https://perfectketo.com/keto-macro-calculator/"	"2023-02-23 10:24:33"	"2023-04-27 10:40:57"
"is almond butter keto friendly"	"Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks"	"100"	"6"	""	"14"	"14"	"0"	"0"	"3"	"3"	""	""	"https://perfectketo.com/almond-butter-keto/"	""	"https://perfectketo.com/almond-butter-keto/"	"2023-02-05 00:54:05"	"2023-04-24 06:58:03"
"keto fat foods"	"Sitelinks, People also ask, Image pack, Videos, Top stories, Thumbnail"	"500"	"26"	"0.00"	"20"	"14"	"-7"	"0"	"7"	"9"	"-2"	""	"https://perfectketo.com/high-fat-low-carb-foods/"	""	"https://perfectketo.com/high-fat-low-carb-foods/"	"2023-03-01 13:43:14"	"2023-04-23 11:46:24"
"is mct oil the same as coconut oil"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Top stories"	"500"	"11"	"0.55"	"21"	"14"	"-8"	"0"	"6"	"8"	"-2"	""	"https://perfectketo.com/mct-oil-vs-coconut-oil/"	""	"https://perfectketo.com/mct-oil-vs-coconut-oil/"	"2023-02-27 23:25:58"	"2023-04-25 20:20:50"
"how many grams of fat per day on keto"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Videos, Video preview, Top stories"	"200"	"35"	""	"14"	"14"	"0"	"0"	"5"	"5"	""	""	"https://perfectketo.com/how-much-fat-should-you-eat-on-a-ketogenic-diet/"	""	"https://perfectketo.com/how-much-fat-should-you-eat-on-a-ketogenic-diet/"	"2023-02-12 09:33:41"	"2023-05-02 03:33:45"
"diarrhea after not eating for 24 hours"	"Featured snippet, Thumbnail, People also ask, Sitelinks"	"250"	"32"	""	"17"	"14"	"-3"	"0"	"5"	"6"	"-1"	""	"https://perfectketo.com/diarrhea-during-fasting/"	""	"https://perfectketo.com/diarrhea-during-fasting/"	"2023-02-09 10:06:06"	"2023-04-29 12:14:41"
"list of keto snacks"	"Sitelinks"	"150"	"37"	""	"11"	"14"	"3"	"0"	"5"	"4"	"1"	""	"https://perfectketo.com/ultimate-healthy-keto-snack-list/"	""	"https://perfectketo.com/keto-snacks/"	"2023-02-24 08:47:19"	"2023-04-18 19:45:05"
"keto walmart shopping list"	"Sitelinks, Shopping results, Thumbnail, Video preview"	"150"	"7"	""	"7"	"14"	"6"	"0"	"7"	"4"	"3"	""	"https://perfectketo.com/ultimate-keto-walmart-grocery-list/"	""	"https://perfectketo.com/ultimate-keto-walmart-grocery-list/"	"2023-02-28 09:01:35"	"2023-04-23 17:36:04"
"stevia for keto"	"Videos, Sitelinks, Top stories, Thumbnail, Image pack, Video preview"	"60"	"47"	""	"4"	"14"	"9"	"0"	"3"	"1"	"2"	""	"https://perfectketo.com/is-stevia-keto/"	""	"https://perfectketo.com/is-stevia-keto/"	"2023-02-26 12:46:18"	"2023-04-19 19:42:58"
"list of hydrogenated oils"	"Featured snippet, Thumbnail, People also ask, Sitelinks"	"40"	"41"	"0.05"	"14"	"14"	"0"	"0"	"1"	"1"	""	"Featured snippet"	"https://perfectketo.com/hydrogenated-oil/"	"Featured snippet"	"https://perfectketo.com/hydrogenated-oil/"	"2023-02-07 07:26:06"	"2023-04-28 14:27:04"
"how to calculate keto macros"	"Featured snippet, Thumbnail, People also ask, Sitelinks"	"150"	"38"	"0.81"	"11"	"14"	"3"	"0"	"6"	"5"	"1"	""	"https://perfectketo.com/keto-macro-calculator/"	""	"https://perfectketo.com/keto-macro-calculator/"	"2023-02-28 00:38:43"	"2023-04-22 05:39:39"
"can you eat cereal on keto"	"Top stories, Thumbnail"	"100"	"17"	""	"11"	"13"	"3"	"0"	"4"	"3"	"1"	""	"https://perfectketo.com/best-keto-cereal/"	""	"https://perfectketo.com/best-keto-cereal/"	"2023-02-19 02:57:44"	"2023-04-13 19:00:48"
"3 months low carb before and after"	"Image pack, People also ask"	"100"	"9"	""	"13"	"13"	"0"	"0"	"1"	"1"	""	"Image pack"	"https://perfectketo.com/i-lost-30-pounds-in-three-months-janice-keto-success-story/"	"Image pack"	"https://perfectketo.com/i-lost-30-pounds-in-three-months-janice-keto-success-story/"	"2023-02-28 07:42:20"	"2023-04-23 17:18:22"
"is allulose keto"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Image pack"	"500"	"16"	""	"21"	"13"	"-8"	"0"	"5"	"7"	"-2"	""	"https://perfectketo.com/allulose/"	""	"https://perfectketo.com/allulose/"	"2023-02-28 22:49:38"	"2023-05-01 05:59:05"
"keto carnivore diet"	"People also ask, Video preview"	"200"	"6"	""	"1"	"13"	"12"	"0"	"15"	"5"	"10"	""	"https://perfectketo.com/carnivore-diet/"	""	"https://perfectketo.com/carnivore-diet/"	"2023-02-21 10:40:36"	"2023-04-14 11:05:34"
"is vegetable oil keto"	"Featured snippet, Thumbnail, People also ask, Video preview, Image pack, Top stories"	"200"	"14"	""	"13"	"13"	"0"	"0"	"3"	"3"	""	""	"https://perfectketo.com/is-vegetable-oil-bad-for-you/"	""	"https://perfectketo.com/is-vegetable-oil-bad-for-you/"	"2023-02-17 09:49:52"	"2023-04-11 22:38:29"
"fiber and keto"	"People also ask, Sitelinks, Image pack"	"100"	"12"	""	"11"	"13"	"3"	"0"	"4"	"3"	"1"	""	"https://perfectketo.com/how-to-get-fiber-on-keto/"	""	"https://perfectketo.com/how-to-get-fiber-on-keto/"	"2023-02-05 11:49:41"	"2023-04-24 05:20:54"
"intermittent fasting alcohol"	"Video preview, Top stories, Thumbnail, Sitelinks"	"250"	"3"	"0.00"	"9"	"13"	"5"	"0"	"8"	"6"	"2"	""	"https://perfectketo.com/intermittent-fasting-and-alcohol/"	""	"https://perfectketo.com/intermittent-fasting-and-alcohol/"	"2023-02-26 12:05:22"	"2023-04-19 08:52:55"
"is crystal light keto-friendly"	"People also ask, Sitelinks, Video preview"	"40"	"9"	""	"13"	"13"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/crystal-light-keto-friendly/"	""	"https://perfectketo.com/crystal-light-keto-friendly/"	"2023-02-14 22:46:38"	"2023-04-10 01:06:08"
"best electrolyte drink for keto"	"People also ask, Top stories, Thumbnail, Sitelinks, Shopping results, Videos, Image pack"	"40"	"2"	""	"13"	"13"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/best-keto-electrolytes/"	""	"https://perfectketo.com/best-keto-electrolytes/"	"2023-02-11 06:47:23"	"2023-05-01 21:01:22"
"keto friendly nut butter"	"Sitelinks, People also ask, Shopping results, Thumbnail, Top stories, Image pack"	"40"	"4"	""	"13"	"13"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/healthiest-nut-butters/"	""	"https://perfectketo.com/healthiest-nut-butters/"	"2023-02-08 09:55:23"	"2023-04-28 01:32:19"
"how long does keto insomnia last"	"Featured snippet, Thumbnail, People also ask, Sitelinks"	"200"	"6"	""	"11"	"13"	"3"	"0"	"7"	"6"	"1"	""	"https://perfectketo.com/keto-insomnia/"	""	"https://perfectketo.com/keto-insomnia/"	"2023-02-12 02:07:06"	"2023-04-08 02:19:31"
"how many carbs in a corn tortilla"	"People also ask, Knowledge panel, Sitelinks, Top stories, Thumbnail, Video preview"	"1400"	"16"	"0.37"	"21"	"13"	"-8"	"0"	"6"	"8"	"-2"	""	"https://perfectketo.com/are-tortillas-low-carb/"	""	"https://perfectketo.com/are-tortillas-low-carb/"	"2023-02-25 09:19:57"	"2023-04-30 01:17:38"
"is stevia keto friendly"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Videos, Top stories, Video preview"	"400"	"33"	""	"13"	"13"	"0"	"0"	"6"	"6"	""	""	"https://perfectketo.com/is-stevia-keto/"	""	"https://perfectketo.com/is-stevia-keto/"	"2023-02-24 10:49:53"	"2023-04-22 09:13:55"
"keto ground turkey casserole"	"Top stories, Thumbnail, Sitelinks, Videos, Image pack"	"200"	"9"	""	"17"	"13"	"-3"	"0"	"6"	"7"	"-1"	""	"https://perfectketo.com/italian-turkey-casserole/"	""	"https://perfectketo.com/italian-turkey-casserole/"	"2023-02-19 19:39:21"	"2023-04-14 03:05:53"
"is butternut squash keto"	"Sitelinks, People also ask, Top stories, Thumbnail"	"2600"	"11"	""	"11"	"13"	"3"	"0"	"15"	"14"	"1"	""	"https://perfectketo.com/butternut-squash/"	""	"https://perfectketo.com/butternut-squash/"	"2023-02-23 11:13:04"	"2023-04-30 23:34:51"
"healthiest vegetables for weight loss"	"People also ask, Sitelinks, Videos, Top stories, Thumbnail"	"250"	"45"	"6.19"	"13"	"13"	"0"	"0"	"7"	"7"	""	""	"https://perfectketo.com/top-11-best-vegetables-for-weight-loss/"	""	"https://perfectketo.com/top-11-best-vegetables-for-weight-loss/"	"2023-03-01 08:22:07"	"2023-04-22 16:44:43"
"how long to go into ketosis"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Video preview"	"800"	"33"	"0.00"	"17"	"13"	"-3"	"0"	"9"	"10"	"-1"	""	"https://perfectketo.com/how-long-ketosis/"	""	"https://perfectketo.com/how-long-ketosis/"	"2023-02-25 19:13:16"	"2023-04-30 15:31:48"
"keto cashews"	"People also ask, Sitelinks, Image pack, Top stories, Thumbnail, Video preview"	"500"	"12"	""	"11"	"13"	"3"	"0"	"9"	"8"	"1"	""	"https://perfectketo.com/are-cashews-good-for-you/"	""	"https://perfectketo.com/are-cashews-good-for-you/"	"2023-02-28 02:46:23"	"2023-04-21 19:01:15"
"keto weight loss calculator timeline"	"People also ask, Sitelinks"	"200"	"53"	""	"17"	"13"	"-3"	"0"	"5"	"6"	"-1"	""	"https://perfectketo.com/fast-will-lose-weight-keto-expect-dieting-keto/"	""	"https://perfectketo.com/fast-will-lose-weight-keto-expect-dieting-keto/"	"2023-02-07 13:55:09"	"2023-04-28 00:29:15"
"how long does it take to get in ketosis"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Video preview"	"800"	"17"	"0.00"	"21"	"13"	"-7"	"0"	"8"	"10"	"-2"	""	"https://perfectketo.com/how-long-ketosis/"	""	"https://perfectketo.com/how-long-ketosis/"	"2023-02-27 19:03:33"	"2023-04-25 19:38:27"
"alcohol and intermittent fasting"	"People also ask, Video preview, Top stories, Thumbnail, Image pack"	"250"	"3"	""	"8"	"13"	"5"	"0"	"9"	"7"	"2"	""	"https://perfectketo.com/intermittent-fasting-and-alcohol/"	""	"https://perfectketo.com/intermittent-fasting-and-alcohol/"	"2023-02-20 07:20:04"	"2023-04-14 22:21:04"
"how to add fat to keto diet without protein"	"Featured snippet, Thumbnail, People also ask, Top stories"	"150"	"30"	""	""	"13"	""	"0"	""	"4"	"New"	""	""	""	"https://perfectketo.com/how-to-increase-fat-intake-on-keto/"	""	"2023-04-08 09:21:46"
"keto constipation fix"	"People also ask, Image pack"	"350"	"24"	""	"21"	"13"	"-8"	"0"	"6"	"8"	"-2"	""	"https://perfectketo.com/keto-constipation/"	""	"https://perfectketo.com/keto-constipation/"	"2023-02-28 20:18:38"	"2023-04-21 22:56:43"
"exercise on keto"	"People also ask, Sitelinks, Video preview, Image pack"	"500"	"24"	"0.00"	"21"	"13"	"-7"	"0"	"7"	"9"	"-2"	""	"https://perfectketo.com/how-to-exercise-in-ketosis/"	""	"https://perfectketo.com/how-to-exercise-in-ketosis/"	"2023-02-04 19:16:07"	"2023-04-25 22:36:38"
"ketogenic mediterranean diet plan pdf"	"People also ask, Top stories, Thumbnail, Sitelinks"	"200"	"10"	""	""	"13"	""	"0"	""	"5"	"New"	""	""	""	"https://perfectketo.com/mediterranean-keto-diet/"	""	"2023-04-08 00:06:16"
"high fat low carb food list"	"People also ask, Image pack, Top stories, Thumbnail, Sitelinks"	"50"	"48"	"0.16"	"13"	"13"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/high-fat-low-carb-foods/"	""	"https://perfectketo.com/high-fat-low-carb-foods/"	"2023-02-13 06:03:50"	"2023-04-09 01:56:17"
"can you eat crackers on keto"	"Top stories, Thumbnail, Image pack, Video preview"	"90"	"23"	""	"11"	"13"	"3"	"0"	"3"	"2"	"1"	""	"https://perfectketo.com/are-crackers-low-carb/"	""	"https://perfectketo.com/are-crackers-low-carb/"	"2023-02-20 11:35:40"	"2023-04-14 13:20:19"
"veggies for weight loss"	"Featured snippet, Thumbnail, People also ask, Top stories, Sitelinks"	"350"	"43"	"1.98"	"11"	"13"	"3"	"0"	"8"	"7"	"1"	""	"https://perfectketo.com/top-11-best-vegetables-for-weight-loss/"	""	"https://perfectketo.com/top-11-best-vegetables-for-weight-loss/"	"2023-02-07 13:19:07"	"2023-04-27 07:06:21"
"keto fatty foods"	"People also ask, Sitelinks, Image pack, Top stories, Thumbnail"	"450"	"27"	""	"32"	"13"	"-19"	"0"	"5"	"9"	"-4"	""	"https://perfectketo.com/high-fat-low-carb-foods/"	""	"https://perfectketo.com/high-fat-low-carb-foods/"	"2023-02-06 18:53:18"	"2023-04-27 14:36:47"
"stages of water fasting"	"Sitelinks, Top stories, Thumbnail"	"200"	"28"	"0.00"	"16"	"13"	"-3"	"0"	"7"	"8"	"-1"	""	"https://perfectketo.com/the-5-stages-of-fasting/"	""	"https://perfectketo.com/the-5-stages-of-fasting/"	"2023-02-23 22:03:48"	"2023-04-18 00:22:16"
"are pumpkin seeds keto friendly"	"Featured snippet, People also ask, Sitelinks, Top stories, Thumbnail, Videos, Video preview"	"100"	"7"	""	"13"	"13"	"0"	"0"	"3"	"3"	""	""	"https://perfectketo.com/are-pumpkin-seeds-keto/"	""	"https://perfectketo.com/are-pumpkin-seeds-keto/"	"2023-02-13 00:28:18"	"2023-04-09 01:50:27"
"low carb low sugar cereal"	"People also ask, Sitelinks, Shopping results, Thumbnail, Top stories, Video preview"	"200"	"31"	"0.99"	"16"	"13"	"-3"	"0"	"4"	"5"	"-1"	""	"https://perfectketo.com/best-low-carb-cereal/"	""	"https://perfectketo.com/best-low-carb-cereal/"	"2023-03-01 13:34:48"	"2023-04-24 21:00:32"
"diatomaceous earth weight loss"	"People also ask, Sitelinks"	"150"	"10"	"1.33"	"16"	"13"	"-3"	"0"	"2"	"3"	"-1"	""	"https://perfectketo.com/diatomaceous-earth-weight-loss/"	""	"https://perfectketo.com/diatomaceous-earth-weight-loss/"	"2023-02-09 20:27:27"	"2023-04-29 18:01:22"
"carbs in sunflower seeds"	"People also ask, Sitelinks, Knowledge panel, Top stories, Thumbnail"	"1200"	"12"	"2.02"	"8"	"13"	"5"	"0"	"9"	"7"	"2"	""	"https://perfectketo.com/are-sunflower-seeds-keto/"	""	"https://perfectketo.com/are-sunflower-seeds-keto/"	"2023-02-25 23:45:55"	"2023-04-30 12:20:19"
"best reds supplement"	""	"40"	"3"	""	""	"13"	""	"0"	""	"1"	"New"	""	""	""	"https://perfectketo.com/best-reds-superfood-powders/"	""	"2023-04-18 02:24:49"
"rx bars keto"	"People also ask, Sitelinks, Shopping results, Thumbnail, Image pack, Video preview"	"40"	"10"	""	"13"	"13"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/are-rx-bars-keto-friendly/"	""	"https://perfectketo.com/are-rx-bars-keto-friendly/"	"2023-02-23 20:28:48"	"2023-04-17 20:40:38"
"will splenda kick me out of ketosis"	"Featured snippet, Thumbnail, People also ask, Sitelinks, Video preview"	"40"	"12"	""	"13"	"13"	"0"	"0"	"1"	"1"	""	"Featured snippet"	"https://perfectketo.com/splenda-keto/"	"Featured snippet"	"https://perfectketo.com/splenda-keto/"	"2023-02-09 05:40:32"	"2023-04-29 19:28:19"
"keto replacement for bread crumbs"	"People also ask, Top stories, Thumbnail, Image pack"	"40"	"14"	""	"4"	"13"	"9"	"0"	"3"	"1"	"2"	""	"https://perfectketo.com/low-carb-breadcrumb-substitute/"	""	"https://perfectketo.com/low-carb-breadcrumb-substitute/"	"2023-02-15 13:33:41"	"2023-04-10 14:59:05"
"keto substitute for oats in baking"	"People also ask, Top stories, Thumbnail, Image pack"	"40"	"24"	""	"3"	"13"	"10"	"0"	"4"	"1"	"3"	""	"https://perfectketo.com/low-carb-oatmeal-substitute/"	""	"https://perfectketo.com/low-carb-oatmeal-substitute/"	"2023-02-12 11:59:06"	"2023-05-02 01:56:36"
"rice on low carb diet"	"People also ask, Sitelinks, Top stories, Thumbnail, Image pack, Video preview"	"40"	"18"	"1.39"	"4"	"13"	"9"	"0"	"3"	"1"	"2"	""	"https://perfectketo.com/is-rice-low-carb-friendly/"	""	"https://perfectketo.com/is-rice-low-carb-friendly/"	"2023-03-01 02:46:41"	"2023-04-23 19:57:03"
"is tamarind keto"	"Featured snippet, Thumbnail, People also ask, Video preview"	"40"	"0"	""	"13"	"13"	"0"	"0"	"1"	"1"	""	"Featured snippet"	"https://perfectketo.com/tamarind/"	"Featured snippet"	"https://perfectketo.com/tamarind/"	"2023-02-23 11:03:15"	"2023-04-16 03:52:13"
"can you eat too much fiber on keto"	"Featured snippet, Thumbnail, People also ask, Sitelinks"	"40"	"21"	""	"3"	"13"	"10"	"0"	"4"	"1"	"3"	""	"https://perfectketo.com/how-to-get-fiber-on-keto/"	"Featured snippet"	"https://perfectketo.com/how-to-get-fiber-on-keto/"	"2023-02-20 10:18:06"	"2023-04-14 08:32:52"
"berberine keto"	"People also ask, Sitelinks, Video preview"	"40"	"0"	""	"13"	"13"	"0"	"0"	"1"	"1"	""	""	"https://perfectketo.com/berberine-benefits/"	""	"https://perfectketo.com/berberine-benefits/"	"2023-02-19 09:13:44"	"2023-04-13 17:31:53"
"honey keto"	"People also ask, Videos, Top stories, Thumbnail, Image pack"	"2000"	"8"	""	"16"	"13"	"-3"	"0"	"11"	"12"	"-1"	""	"https://perfectketo.com/carbs-in-honey/"	""	"https://perfectketo.com/carbs-in-honey/"	"2023-02-28 03:17:34"	"2023-04-26 15:08:46"
"omad diarrhea"	"Sitelinks"	"90"	"12"	""	"10"	"13"	"3"	"0"	"3"	"2"	"1"	""	"https://perfectketo.com/diarrhea-during-fasting/"	""	"https://perfectketo.com/diarrhea-during-fasting/"	"2023-02-24 19:01:10"	"2023-04-18 01:32:26"
"low carb kombucha"	"People also ask, Shopping results, Thumbnail, Top stories, Image pack, Video preview"	"150"	"1"	""	"8"	"13"	"5"	"0"	"6"	"4"	"2"	""	"https://perfectketo.com/is-kombucha-keto-friendly/"	""	"https://perfectketo.com/is-kombucha-keto-friendly/"	"2023-02-23 04:40:42"	"2023-04-17 21:33:44"
"keto oil mct"	"People also ask, Sitelinks, Top stories, Thumbnail"	"100"	"13"	""	"6"	"13"	"7"	"0"	"6"	"3"	"3"	""	"https://perfectketo.com/what-is-mct-oil/"	""	"https://perfectketo.com/what-is-mct-oil/"	"2023-03-01 11:32:04"	"2023-04-23 09:33:18"
"do chips have carbs"	"People also ask, Knowledge panel, Sitelinks, Top stories, Thumbnail"	"100"	"20"	""	"16"	"13"	"-3"	"0"	"2"	"3"	"-1"	""	"https://perfectketo.com/are-chips-low-carb/"	""	"https://perfectketo.com/are-chips-low-carb/"	"2023-02-04 21:58:55"	"2023-04-24 23:09:37"
"high potassium low carb foods"	"People also ask, Sitelinks"	"100"	"7"	"0.20"	"13"	"13"	"0"	"0"	"3"	"3"	""	""	"https://perfectketo.com/potassium-rich-foods/"	""	"https://perfectketo.com/potassium-rich-foods/"	"2023-02-06 13:05:44"	"2023-04-26 06:58:05"
"keto pasta substitute"	"Top stories, Thumbnail, Shopping results, Video preview"	"350"	"19"	"0.31"	"3"	"13"	"10"	"0"	"14"	"7"	"7"	""	"https://perfectketo.com/low-carb-pasta-substitutes/"	""	"https://perfectketo.com/best-low-carb-pasta-and-noodles/"	"2023-02-24 11:37:43"	"2023-04-17 23:54:06"
